id,tweet,subtask_a,subtask_b,subtask_c
84591,universal background checks and an assault weapons ban would absolutely change things i am for swedish style gun control did you know the swedes are big hunters but bernie crats only want swedish style health care,NOT,,
27379,are you bipolar you keep saying different shit to people commenting on what u said,OFF,TIN,OTH
43820,fascist left are everywhere we must crush the m boycotts work folks,OFF,UNT,
51413,i red heart jesus i red heart trump i am a republican i vote republican never touched a cigarette or a drug and i am hundred points percent proud of all of that backhand index pointing up medium light skin tone maga kag be best choose right walk away trump train,NOT,,
89945,i was too busy kneeling to watch,NOT,,
55498,tucker carlson is not an idiot he knows exactly what he is doing that makes him malicious,NOT,,
71921,smart lady too smart for the liberal s,NOT,,
37860,what is a book about president trump got to do with an antifa pamphlet,NOT,,
38149,anderson lies and you report it as fact you do get except for blm amp antifa you have no real viewers,NOT,,
49114,i am not even a bron fan but he is overall the best player in the league,NOT,,
31111,look at the state of that i bet she spends the weekends at antifa protests face with tears of joy,NOT,,
23331,exactly why ca district should kick ol money bags mccarthy out vote for responsible gun control vote against nra vote for the safety of california ns matta congress send mccarthy packing ca deserves better,NOT,,
70596,dick durb in is from illinois chicago has the strictest gun control and is a gang and drug killing field,OFF,UNT,
36646,in other words mueller it is not constipated in other words mueller has diarrhea,OFF,TIN,IND
32844,i follow qanon wwg wga great awakening pa in dra in the swamp lock them all up maga popcorn folded hands medium dark skin tone ww go new g all crown,NOT,,
99147,you are so freaking valid,NOT,,
10495,a new bill aims to send masked antifa activists to jail for years,NOT,,
75715,sadly you are not wrong,NOT,,
26198,just wanna make sure you see how we are basking in the booty,NOT,,
34902,mccaskill campaign hit with report on husband s federal subsidy windfall mccaskill kavanaugh christine blasey ford thursday thoughts maga,NOT,,
79598,libdemconf shows me that are absolutely void of constructive ideas for the myriad problems the uk faces and begging and moderate s is not the answer thatcher was right the parrot is dead,OFF,TIN,IND
79970,probably say fuck it an do just that,OFF,TIN,IND
11260,wow the guy who played the guy pitching a doggy product on modern family thinks he is the conscience of the nation also can i get hamilton tickets,NOT,,
88691,i raise you with the lion if the senate he actually killed someone yet liberals continued to send him to back to congress for years blather on,NOT,,
26792,why you ruin shit lol,OFF,TIN,IND
59603,your looking more like a plant maga walk away,OFF,TIN,IND
86997,greatest potus ever maga trump,NOT,,
66340,kamala said justice should be blind by the way she is absolutely right on that point yet you something untrustworthy you can feel it lmao rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,NOT,,
95463,nigga aa hhhh,NOT,,
48266,from a man fast and furious was held in contempt,OFF,TIN,IND
20156,and what about s accuser or s accusers or do you only believe those that accuse conservatives just another elitist hollywood hypocrite,NOT,,
17564,i told myself this but no matter how much i try life keeps biting me in the ass,OFF,TIN,IND
95934,in easy and a brat you are nothing it is legit nothing,NOT,,
25543,you are delusional if you think he is the reason either game was lost in the past two seasons lmao,OFF,UNT,
81978,your segment with judicial watch tom fitton was awesome thank you for asking the questions highlighting all the great work he is doing for this country,NOT,,
30007,ugh i meant *wigs shit,OFF,UNT,
40952,detailed manifesto for love london mayoral selection imbackingboff,NOT,,
26180,fat ass liar strikes again never forget,OFF,TIN,IND
89980,he is totally bluffing,OFF,TIN,IND
47178,i am stunned that you are giving this guy airtime stunned,NOT,,
77212,i am ready for this yaa as,NOT,,
13566,democrat cannot even compete w maga,OFF,TIN,IND
70822,she is an monster,OFF,TIN,IND
75983,keep maga united states united states united states united states,NOT,,
47751,you prob not gonna answer but a worth a shot can you all fix the glare folded hands medium dark skin tone,NOT,,
86876,i have some work to do with my oldest daughter stood in line with her amp voted in she is still very very bitter amp it will be tough to get her back this year,NOT,,
51746,so alyssa you saying he is guilty what ever happened to innocent before guilty and if he is innocent would you at least tweet an apology shut up and answer the tweet,OFF,TIN,IND
18518,she is one of satan s daughters,OFF,TIN,IND
16745,ha ha hah man please pass along whatever you are smoking,NOT,,
24288,this information is out there and should be fully investigated and considered before he gets a life time high court appointment conservatives refused to even give obama s person a hearing so please stop acting like they play above board while everyone else goes low,OFF,UNT,
44910,you are a boring individual it is seems good too me,OFF,TIN,IND
71756,actually my ancestors we are here long before anyone got here even your french ass native americans we are here first so get your facts straight so if you wanna throw punches make sure you know who and where you are throwing them first,OFF,TIN,OTH
97102,i would think that if the pope was really a man of god he would have taken care of this problem in the catholic church instead of trying to cover it up,NOT,,
31315,gu tier ries pile of poo what did he do to help pr what is he doing now besides hoping for a high body count to blame on trump,OFF,TIN,IND
