text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
Great. What is it? Wedding?  Corporate do?,CHRISTIAN,great . what is it ? wedding ? corporate do ?,great wedding corporate,NNP . WP VBZ PRP . VBG . NNP VB .,Great_NNP ._. What_WP is_VBZ it_PRP ?_. Wedding_VBG ?_. Corporate_NNP do_VB ?_.,28.571428571428577,7,42,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",7,4.0,0
"Oi, she getting free booze. It's my birthday and I'm having to pay for my drinks.",GARRY,"oi , she getting free booze . it 's my birthday and i 'm having to pay for my drinks .",oi getting free booze birthday im pay drink,"NN , PRP VBG JJ NN . PRP VBZ PRP$ NN CC PRP VBP VBG TO VB IN PRP$ NNS .","Oi_NN ,_, she_PRP getting_VBG free_JJ booze_NN ._. It_PRP 's_VBZ my_PRP$ birthday_NN and_CC I_PRP 'm_VBP having_VBG to_TO pay_VB for_IN my_PRP$ drinks_NNS ._.",38.888888888888886,18,81,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,2.0,0
"Alright, listen. How about I take you and Lauren down the ice rink this week.",BRADLEY,"alright , listen . how about i take you and lauren down the ice rink this week .",alright listen take lauren ice rink week,"NNP , RB . WRB IN PRP VBP PRP CC NNP IN DT NN NN DT NN .","Alright_NNP ,_, listen_RB ._. How_WRB about_IN I_PRP take_VBP you_PRP and_CC Lauren_NNP down_IN the_DT ice_NN rink_NN this_DT week_NN ._.",63.33333333333333,15,77,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,6.0,0
"Alright, we got",JACK,"alright , we got",alright got,"NNP , PRP VBD","Alright_NNP ,_, we_PRP got_VBD",33.333333333333336,3,15,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
Are you alright about that?,IAN,are you alright about that ?,alright,NNP PRP VBP IN DT .,Are_NNP you_PRP alright_VBP about_IN that_DT ?_.,60.0,5,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,2.0,0
"No.  Don't be like that, Sean. Please, I need you. I need you.",TANYA,"no . do n't be like that , sean . please , i need you . i need you .",dont like sean please need need,"DT . VBP RB VB IN DT , NNP . NNP , PRP VBP PRP . PRP VBP PRP .","No_DT ._. Do_VBP n't_RB be_VB like_IN that_DT ,_, Sean_NNP ._. Please_NNP ,_, I_PRP need_VBP you_PRP ._. I_PRP need_VBP you_PRP ._.",35.714285714285715,14,62,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",13,2.0,0
"Still don't get it, do you?",SEAN,"still do n't get it , do you ?",still dont get,"RB VBP RB VB PRP , VB PRP .","Still_RB do_VBP n't_RB get_VB it_PRP ,_, do_VB you_PRP ?_.",7.105427357601002e-15,7,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,-2.0,0
I haven't washed it.,CLARE,i have n't washed it .,havent washed,PRP VBP RB VBN PRP .,I_PRP have_VBP n't_RB washed_VBN it_PRP ._.,0.0,5,20,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1.0,0
Is that a new look for youis it eh?,RONNIE,is that a new look for youis it eh ?,new look youis eh,VBZ IN DT JJ NN IN NN PRP VBZ .,Is_VBZ that_IN a_DT new_JJ look_NN for_IN youis_NN it_PRP eh_VBZ ?_.,66.66666666666666,9,35,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",9,0.0,1
Hang on - where are you going?  How am I going to get back?  Who's going to pay the bill?  I got no money.,CHRISTIAN,hang on - where are you going ? how am i going to get back ? who 's going to pay the bill ? i got no money .,hang going going get back whos going pay bill got money,NNP IN : WRB VBP PRP VBG . NNP VBP PRP VBG TO VB RB . WP VBZ VBG TO VB DT NN . PRP VBD DT NN .,Hang_NNP on_IN -_: where_WRB are_VBP you_PRP going_VBG ?_. How_NNP am_VBP I_PRP going_VBG to_TO get_VB back_RB ?_. Who_WP 's_VBZ going_VBG to_TO pay_VB the_DT bill_NN ?_. I_PRP got_VBD no_DT money_NN ._.,33.33333333333333,24,106,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",23,2.0,0
"That's the job...  You have a pop at them, they have a pop at you.",SEAN,"that 's the job ... you have a pop at them , they have a pop at you .",thats job pop pop,"DT VBZ DT NN . . . PRP VBP DT NN IN PRP , PRP VBP DT NN IN PRP .","That_DT 's_VBZ the_DT job_NN ._. ._. ._. You_PRP have_VBP a_DT pop_NN at_IN them_PRP ,_, they_PRP have_VBP a_DT pop_NN at_IN you_PRP ._.",56.25,16,66,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,3.0,0
I don't want the kids being involved.,JANE,i do n't want the kids being involved .,dont want kid involved,PRP VBP RB VB DT NNS VBG VBN .,I_PRP do_VBP n't_RB want_VB the_DT kids_NNS being_VBG involved_VBN ._.,25.0,8,37,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",7,3.0,0
"We'll meet up later, get wasted?",STACEY,"we 'll meet up later , get wasted ?",well meet late get wasted,"PRP MD VB RB RB , VB VBN .","We_PRP 'll_MD meet_VB up_RB later_RB ,_, get_VB wasted_VBN ?_.",7.142857142857146,7,32,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,2.0,0
And there was me thinking we were heading for the glamorous end of the market.,CHRISTIAN,and there was me thinking we were heading for the glamorous end of the market .,thinking heading glamorous end market,CC EX VBD PRP VBG PRP VBD VBG IN DT JJ NN IN DT NN .,And_CC there_EX was_VBD me_PRP thinking_VBG we_PRP were_VBD heading_VBG for_IN the_DT glamorous_JJ end_NN of_IN the_DT market_NN ._.,53.333333333333336,15,78,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",15,6.0,0
"Yeah, you certainly know how to make friends don't you.",GARRY,"yeah , you certainly know how to make friends do n't you .",yeah certainly know make friend dont,"UH , PRP RB VBP WRB TO VB NNS VBP RB PRP .","Yeah_UH ,_, you_PRP certainly_RB know_VBP how_WRB to_TO make_VB friends_NNS do_VBP n't_RB you_PRP ._.",13.63636363636364,11,55,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",10,5.0,0
Where are you going?,STACEY,where are you going ?,going,WRB VBP PRP VBG .,Where_WRB are_VBP you_PRP going_VBG ?_.,0.0,4,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",4,1.0,0
You seemed to quite like the idea though.,GARRY,you seemed to quite like the idea though .,seemed quite like idea though,PRP VBD TO VB IN DT NN IN .,You_PRP seemed_VBD to_TO quite_VB like_IN the_DT idea_NN though_IN ._.,56.25,8,41,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",8,3.0,0
I'd like nothing better.,IAN,i 'd like nothing better .,id like nothing better,PRP MD VB NN RBR .,I_PRP 'd_MD like_VB nothing_NN better_RBR ._.,30.0,5,24,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",4,4.0,0
"If this is you doing the maybe-if-I'd-been-a-better-wife-he'd've-kept-his-trousers-zippedthing, then stop now. He lied, he cheated and he did that all on his own.",JANE,"if this is you doing the maybe-if-i'd-been-a-better-wife-he'd've-kept-his-trousers-zippedthing , then stop now . he lied , he cheated and he did that all on his own .",maybeifidbeenabetterwifehedvekepthistrouserszippedthing stop lied cheated,"IN DT VBZ PRP VBG DT NN , RB VB RB . PRP VBD , PRP VBD CC PRP VBD IN DT IN PRP$ JJ .","If_IN this_DT is_VBZ you_PRP doing_VBG the_DT maybe-if-I'd-been-a-better-wife-he'd've-kept-his-trousers-zippedthing_NN ,_, then_RB stop_VB now_RB ._. He_PRP lied_VBD ,_, he_PRP cheated_VBD and_CC he_PRP did_VBD that_IN all_DT on_IN his_PRP$ own_JJ ._.",38.63636363636363,36,162,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",22,6.0,1
I'm sorry mate.,GARRY,i 'm sorry mate .,im sorry mate,PRP VBP JJ NN .,I_PRP 'm_VBP sorry_JJ mate_NN ._.,50.0,4,15,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
"Yeah, fine.",CLARE,"yeah , fine .",yeah fine,"UH , JJ .","Yeah_UH ,_, fine_JJ ._.",50.0,2,11,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
"Don't be daft, you saw where he's vulnerable, and you pounced -",RONNIE,"do n't be daft , you saw where he 's vulnerable , and you pounced -",dont daft saw he vulnerable pounced,"VBP RB VB VBN , PRP VBD WRB PRP VBZ JJ , CC PRP VBD :","Do_VBP n't_RB be_VB daft_VBN ,_, you_PRP saw_VBD where_WRB he_PRP 's_VBZ vulnerable_JJ ,_, and_CC you_PRP pounced_VBD -_:",11.53846153846154,13,63,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",11,6.0,0
We need to talk.,JACK,we need to talk .,need talk,PRP VBP TO VB .,We_PRP need_VBP to_TO talk_VB ._.,12.5,4,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",4,0.0,0
"The next thing I know it's gonna be coming out me ears, me nose. It's, it's look, that is out of control. It's an entity.",IAN,"the next thing i know it 's gon na be coming out me ears , me nose . it 's , it 's look , that is out of control . it 's an entity .",next thing know gonna coming ear nose look control entity,"DT JJ NN PRP VBP PRP VBZ JJ RB VB VBG IN PRP VBZ , PRP RB . PRP VBZ , PRP VBZ NN , WDT VBZ IN IN NN . PRP VBZ DT NN .","The_DT next_JJ thing_NN I_PRP know_VBP it_PRP 's_VBZ gon_JJ na_RB be_VB coming_VBG out_IN me_PRP ears_VBZ ,_, me_PRP nose_RB ._. It_PRP 's_VBZ ,_, it_PRP 's_VBZ look_NN ,_, that_WDT is_VBZ out_IN of_IN control_NN ._. It_PRP 's_VBZ an_DT entity_NN ._.",40.0,30,121,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",25,5.0,0
"Course they like to call themselves ‚queers' these days, don't they?",STEVEN,"course they like to call themselves ‚queers ' these days , do n't they ?",course like call queer day dont,"NNP PRP VBP TO VB PRP NNS POS DT NNS , VBP RB PRP .","Course_NNP they_PRP like_VBP to_TO call_VB themselves_PRP ‚queers_NNS '_POS these_DT days_NNS ,_, do_VBP n't_RB they_PRP ?_.",38.46153846153846,12,68,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",11,5.0,1
I thought you were dead.,HEATHER,i thought you were dead .,thought dead,PRP VBD PRP VBD JJ .,I_PRP thought_VBD you_PRP were_VBD dead_JJ ._.,20.0,5,24,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",5,0.0,0
I hate him.  I really hate him.,TANYA,i hate him . i really hate him .,hate really hate,PRP VBP PRP . PRP RB VBP PRP .,I_PRP hate_VBP him_PRP ._. I_PRP really_RB hate_VBP him_PRP ._.,0.0,7,31,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",7,0.0,0
You sure you two ain't getting married for real.,PHIL,you sure you two ai n't getting married for real .,sure two aint getting married real,PRP VBP PRP CD VBP RB VBG VBN IN JJ .,You_PRP sure_VBP you_PRP two_CD ai_VBP n't_RB getting_VBG married_VBN for_IN real_JJ ._.,25.0,10,48,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",9,4.0,0
What ‚these days?',CHRISTIAN,what ‚these days ? ',day,WP JJ NNS . '',What_WP ‚these_JJ days_NNS ?_. '_'',66.66666666666666,3,18,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",3,1.0,1
"I just though it'd be great if we could do something, celebrate his first day of freedom -",SHIRLEY,"i just though it 'd be great if we could do something , celebrate his first day of freedom -",though itd great could something celebrate first day freedom,"PRP RB IN PRP MD VB JJ IN PRP MD VB NN , VB PRP$ JJ NN IN NN :","I_PRP just_RB though_IN it_PRP 'd_MD be_VB great_JJ if_IN we_PRP could_MD do_VB something_NN ,_, celebrate_VB his_PRP$ first_JJ day_NN of_IN freedom_NN -_:",50.0,18,90,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",17,7.0,0
"Alright, that's me in, I'm going back to the Vic.",PHIL,"alright , that 's me in , i 'm going back to the vic .",alright thats im going back vic,"NNP , WDT VBZ PRP IN , PRP VBP VBG RB TO DT NNP .","Alright_NNP ,_, that_WDT 's_VBZ me_PRP in_IN ,_, I_PRP 'm_VBP going_VBG back_RB to_TO the_DT Vic_NNP ._.",45.83333333333333,12,49,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,4.0,0
How can you say that after everything he's done to me?!,TANYA,how can you say that after everything he 's done to me ? !,say everything he done,WRB MD PRP VB IN IN NN PRP VBZ VBN TO PRP . .,How_WRB can_MD you_PRP say_VB that_IN after_IN everything_NN he_PRP 's_VBZ done_VBN to_TO me_PRP ?_. !_.,33.333333333333336,12,55,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",11,4.0,0
So do you want me to do the whole of the floor then?,STEVEN,so do you want me to do the whole of the floor then ?,want whole floor,RB VBP PRP VB PRP TO VB DT NN IN DT NN RB .,So_RB do_VBP you_PRP want_VB me_PRP to_TO do_VB the_DT whole_NN of_IN the_DT floor_NN then_RB ?_.,42.30769230769231,13,52,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",13,0.0,0
"We gotta put on a united front.  Show we're sensible adults, supporting each other.",TANYA,"we got ta put on a united front . show we 're sensible adults , supporting each other .",gotta put united front show sensible adult supporting,"PRP VBD JJ VBN IN DT JJ NN . NN PRP VBP JJ NNS , VBG DT JJ .","We_PRP got_VBD ta_JJ put_VBN on_IN a_DT united_JJ front_NN ._. Show_NN we_PRP 're_VBP sensible_JJ adults_NNS ,_, supporting_VBG each_DT other_JJ ._.",62.5,16,83,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",14,9.0,0
Eh?,TANYA,eh ?,eh,NNP .,Eh_NNP ?_.,100.0,1,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
I'm really sorry about that bridesmade business.,MINTY,i 'm really sorry about that bridesmade business .,im really sorry bridesmade business,PRP VBP RB JJ IN DT NN NN .,I_PRP 'm_VBP really_RB sorry_JJ about_IN that_DT bridesmade_NN business_NN ._.,62.5,8,48,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",7,7.0,1
I most certainly will.,JACK,i most certainly will .,certainly,PRP RBS RB MD .,I_PRP most_RBS certainly_RB will_MD ._.,12.5,4,22,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,3.0,0
"Look if you wanna keep your little sister out of trouble, I suggest you keep her on a tighter leash...",JACK,"look if you wan na keep your little sister out of trouble , i suggest you keep her on a tighter leash ...",look wanna keep little sister trouble suggest keep tight leash,"VB IN PRP VBP JJ VB PRP$ JJ JJ IN IN NN , PRP VBP PRP VBP PRP$ IN DT NN NN . . .","Look_VB if_IN you_PRP wan_VBP na_JJ keep_VB your_PRP$ little_JJ sister_JJ out_IN of_IN trouble_NN ,_, I_PRP suggest_VBP you_PRP keep_VBP her_PRP$ on_IN a_DT tighter_NN leash_NN ._. ._. ._.",52.38095238095238,21,102,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",20,8.0,0
That'd be nice.,SHIRLEY,that 'd be nice .,thatd nice,DT MD VB JJ .,That_DT 'd_MD be_VB nice_JJ ._.,62.5,4,15,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
Who cares who it was?,STACEY,who cares who it was ?,care,WP VBZ WP PRP VBD .,Who_WP cares_VBZ who_WP it_PRP was_VBD ?_.,0.0,5,21,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",5,2.0,0
I've told Hev to stay away.  I don't need her.,SHIRLEY,i 've told hev to stay away . i do n't need her .,ive told hev stay away dont need,PRP VBP VBN NNP TO VB RB . PRP VBP RB VB PRP .,I_PRP 've_VBP told_VBN Hev_NNP to_TO stay_VB away_RB ._. I_PRP do_VBP n't_RB need_VB her_PRP ._.,12.499999999999993,12,46,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,1.0,0
Sorry?,JANE,sorry ?,sorry,NNP .,Sorry_NNP ?_.,100.0,1,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
No I don't think that's a good idea.,SEAN,no i do n't think that 's a good idea .,dont think thats good idea,DT PRP VBP RB VB DT VBZ DT JJ NN .,No_DT I_PRP do_VBP n't_RB think_VB that_DT 's_VBZ a_DT good_JJ idea_NN ._.,50.0,10,36,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",8,0.0,0
"Right well sorry to drag you away, girls, come on...‚",TANYA,"right well sorry to drag you away , girls , come on ... ‚",right well sorry drag away girl come,"RB RB VB TO VB PRP RB , NNS , VB IN . . . NN","Right_RB well_RB sorry_VB to_TO drag_VB you_PRP away_RB ,_, girls_NNS ,_, come_VB on_IN ._. ._. ._. ‚_NN",31.818181818181824,11,53,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",10,4.0,1
"You really fancy yourself, don't you.",ROXY,"you really fancy yourself , do n't you .",really fancy dont,"PRP RB VB PRP , VBP RB PRP .","You_PRP really_RB fancy_VB yourself_PRP ,_, do_VBP n't_RB you_PRP ._.",7.105427357601002e-15,7,37,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",6,7.0,0
Dave - I met a Dave. But where?,CHRISTIAN,dave - i met a dave . but where ?,dave met dave,NNP : PRP VBD DT NNP . CC WRB .,Dave_NNP -_: I_PRP met_VBD a_DT Dave_NNP ._. But_CC where_WRB ?_.,50.0,7,31,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",7,0.0,0
yeah well I'm not a kid anymore mum. I can take care of myself.,STACEY,yeah well i 'm not a kid anymore mum . i can take care of myself .,yeah well im kid anymore mum take care,RB RB PRP VBP RB DT NN RB JJ . PRP MD VB NN IN PRP .,yeah_RB well_RB I_PRP 'm_VBP not_RB a_DT kid_NN anymore_RB mum_JJ ._. I_PRP can_MD take_VB care_NN of_IN myself_PRP ._.,36.66666666666667,15,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",14,0.0,0
"We're meant to be getting together later. We've got an 18th in the club coming up. Need to go over a few things. Tell her to come round later, yeah?",JACK,"we 're meant to be getting together later . we 've got an 18th in the club coming up . need to go over a few things . tell her to come round later , yeah ?",meant getting together later weve got th club coming need go thing tell come round later yeah,"PRP VBP VBN TO VB VBG RB RB . PRP VBP VBD DT CD IN DT NN VBG RP . VB TO VB RP DT JJ NNS . VB PRP$ TO VB NN RB , UH .","We_PRP 're_VBP meant_VBN to_TO be_VB getting_VBG together_RB later_RB ._. We_PRP 've_VBP got_VBD an_DT 18th_CD in_IN the_DT club_NN coming_VBG up_RP ._. Need_VB to_TO go_VB over_RP a_DT few_JJ things_NNS ._. Tell_VB her_PRP$ to_TO come_VB round_NN later_RB ,_, yeah_UH ?_.",34.375,32,148,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",30,2.0,1
Let's see if we can fit you in?,CLARE,let 's see if we can fit you in ?,let see fit,VB POS VB IN PRP MD VB PRP IN .,Let_VB 's_POS see_VB if_IN we_PRP can_MD fit_VB you_PRP in_IN ?_.,33.333333333333336,9,31,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",8,0.0,0
Which is how it should be.,IAN,which is how it should be .,,WDT VBZ WRB PRP MD VB .,Which_WDT is_VBZ how_WRB it_PRP should_MD be_VB ._.,25.000000000000004,6,26,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",6,0.0,0
"Of course not, he's a lovely guy but... No, I dunno...",CLARE,"of course not , he 's a lovely guy but ... no , i dunno ...",course he lovely guy dunno,"IN NN RB , PRP VBZ DT JJ NN CC . . . UH , PRP VBP . . .","Of_IN course_NN not_RB ,_, he_PRP 's_VBZ a_DT lovely_JJ guy_NN but_CC ._. ._. ._. No_UH ,_, I_PRP dunno_VBP ._. ._. ._.",45.833333333333336,12,54,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",11,1.0,0
No.,HEATHER,no .,,DT .,No_DT ._.,100.0,1,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
I'm sure you will.,STACEY,i 'm sure you will .,im sure,PRP VBP JJ PRP MD .,I_PRP 'm_VBP sure_JJ you_PRP will_MD ._.,30.0,5,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",4,0.0,0
I'll come later.,JACK,i 'll come later .,ill come later,PRP MD VB RB .,I_PRP 'll_MD come_VB later_RB ._.,12.5,4,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
And not an egg mayo sarnie in sight..,JACK,and not an egg mayo sarnie in sight..,egg mayo sarnie sight,CC RB DT NN NN NN IN NN . .,And_CC not_RB an_DT egg_NN mayo_NN sarnie_NN in_IN sight_NN ._. ._.,81.25,8,37,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",8,0.0,0
"You don't have to put a brave face on, I know you really cared about her.",STACEY,"you do n't have to put a brave face on , i know you really cared about her .",dont put brave face know really cared,"PRP VBP RB VB TO VB DT NN NN IN , PRP VBP PRP RB VBD IN PRP .","You_PRP do_VBP n't_RB have_VB to_TO put_VB a_DT brave_NN face_NN on_IN ,_, I_PRP know_VBP you_PRP really_RB cared_VBD about_IN her_PRP ._.",32.35294117647059,17,73,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",16,4.0,0
She's your mate.,PHIL,she 's your mate .,shes mate,PRP VBZ PRP$ NN .,She_PRP 's_VBZ your_PRP$ mate_NN ._.,25.0,4,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",3,1.0,0
You can't take what happened out on your sisters.,MAX,you ca n't take what happened out on your sisters .,cant take happened sister,PRP MD RB VB WP VBD RP IN PRP$ NNS .,You_PRP ca_MD n't_RB take_VB what_WP happened_VBD out_RP on_IN your_PRP$ sisters_NNS ._.,30.0,10,49,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",9,4.0,0
What you been doing?  Having a clear out?,SHIRLEY,what you been doing ? having a clear out ?,clear,WP PRP VBN VBG . VBG DT JJ RP .,What_WP you_PRP been_VBN doing_VBG ?_. Having_VBG a_DT clear_JJ out_RP ?_.,31.25,8,41,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",8,3.0,0
"That's it, is it? You  give up? You start wasting time with Johnny No-hope here?",MAX,"that 's it , is it ? you give up ? you start wasting time with johnny no-hope here ?",thats give start wasting time johnny nohope,"DT VBZ PRP , VBZ PRP . PRP VBP RP . PRP VBP VBG NN IN NNP NNP RB .","That_DT 's_VBZ it_PRP ,_, is_VBZ it_PRP ?_. You_PRP give_VBP up_RP ?_. You_PRP start_VBP wasting_VBG time_NN with_IN Johnny_NNP No-hope_NNP here_RB ?_.",34.375,17,80,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",15,2.0,0
Are you paying her to serve the customers. Or to flirt with them Ian?,JANE,are you paying her to serve the customers . or to flirt with them ian ?,paying serve customer flirt ian,NNP PRP VBG PRP$ TO VB DT NNS . CC TO VB IN PRP NNP .,Are_NNP you_PRP paying_VBG her_PRP$ to_TO serve_VB the_DT customers_NNS ._. Or_CC to_TO flirt_VB with_IN them_PRP Ian_NNP ?_.,46.42857142857143,14,69,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",14,3.0,0
"Please babe. What can I do? You sitting there saying  you can't trust me? What can I do Tanya?  If I could give you a guarantee alright, I would.",MAX,"please babe . what can i do ? you sitting there saying you ca n't trust me ? what can i do tanya ? if i could give you a guarantee alright , i would .",please babe sitting saying cant trust tanya could give guarantee alright would,"NNP NN . WP MD PRP VB . PRP VBG RB VBG PRP MD RB VB PRP . WP MD PRP VB NNP . IN PRP MD VB PRP DT NN NN , PRP MD .","Please_NNP babe_NN ._. What_WP can_MD I_PRP do_VB ?_. You_PRP sitting_VBG there_RB saying_VBG you_PRP ca_MD n't_RB trust_VB me_PRP ?_. What_WP can_MD I_PRP do_VB Tanya_NNP ?_. If_IN I_PRP could_MD give_VB you_PRP a_DT guarantee_NN alright_NN ,_, I_PRP would_MD ._.",31.666666666666668,30,145,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",29,3.0,0
"So, nothing good ever happens?  Nothing out the blue?",STEVEN,"so , nothing good ever happens ? nothing out the blue ?",nothing good ever happens nothing blue,"RB , NN JJ RB VBZ . VBG RP DT NN .","So_RB ,_, nothing_NN good_JJ ever_RB happens_VBZ ?_. Nothing_VBG out_RP the_DT blue_NN ?_.",50.0,9,53,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",9,7.0,0
"I'd watch it if I was you, Phil. You're outnumbered here.",ROXY,"i 'd watch it if i was you , phil . you 're outnumbered here .",id watch phil youre outnumbered,"PRP MD VB PRP IN PRP VBD PRP , NNP . PRP VBP VBN RB .","I_PRP 'd_MD watch_VB it_PRP if_IN I_PRP was_VBD you_PRP ,_, Phil_NNP ._. You_PRP 're_VBP outnumbered_VBN here_RB ._.",19.230769230769226,13,57,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",11,1.0,0
See?  He's got you brainwashed.,ROXY,see ? he 's got you brainwashed .,see he got brainwashed,VB . PRP VBZ VBD PRP VBN .,See_VB ?_. He_PRP 's_VBZ got_VBD you_PRP brainwashed_VBN ._.,7.105427357601002e-15,6,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",5,2.0,0
Because you failed to mention that your grotty flat has no washing machine. And I'm still waiting for a plumber for the tap by the way.,CHRISTIAN,because you failed to mention that your grotty flat has no washing machine . and i 'm still waiting for a plumber for the tap by the way .,failed mention grotty flat washing machine im still waiting plumber tap way,IN PRP VBD TO VB IN PRP$ NN NN VBZ DT VBG NN . CC PRP VBP RB VBG IN DT NN IN DT NN IN DT NN .,Because_IN you_PRP failed_VBD to_TO mention_VB that_IN your_PRP$ grotty_NN flat_NN has_VBZ no_DT washing_VBG machine_NN ._. And_CC I_PRP 'm_VBP still_RB waiting_VBG for_IN a_DT plumber_NN for_IN the_DT tap_NN by_IN the_DT way_NN ._.,59.25925925925927,27,135,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",26,6.0,0
